Category,Message
ham,It has everything to do with the weather. Keep extra warm. Its a cold but nothing serious. Pls lots of vitamin c
ham,Ok then i will come to ur home after half an hour
ham,"Ok da, i already planned. I wil pick you."
ham,If we win its really no 1 side for long time.
ham,DO NOT B LATE LOVE MUM
ham,Okie ü wan meet at bishan? Cos me at bishan now. I'm not driving today.
ham,I enjoy watching and playing football and basketball. Anything outdoors. And you?
ham,"By the way, make sure u get train to worc foregate street not shrub hill. Have fun night x"
ham,Miserable. They don't tell u that the side effects of birth control are massive gut wrenching cramps for the first 2 months. I didn't sleep at all last night.
ham,Yes.i'm in office da:)
spam,No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info
ham,Send this to ur friends and receive something about ur voice..... How is my speaking expression? 1.childish 2.naughty 3.Sentiment 4.rowdy 5.ful of attitude 6.romantic 7.shy 8.Attractive 9.funny  &lt;#&gt; .irritating  &lt;#&gt; .lovable. reply me..
ham,"Ok thats cool. Its , just off either raglan rd or edward rd. Behind the cricket ground. Gimme ring when ur closeby see you tuesday."
ham,Pls accept me for one day. Or am begging you change the number.
ham,Not thought bout it... || Drink in tap & spile at seven. || Is that pub on gas st off broad st by canal. || Ok?
ham,Dude avatar 3d was imp. At one point i thought there were actually flies in the room and almost tried hittng one as a reflex
ham,So u wan 2 come for our dinner tonight a not?
ham,Hey. For me there is no leave on friday. Wait i will ask my superior and tell you..
spam,PRIVATE! Your 2003 Account Statement for 07973788240 shows 800 un-redeemed S. I. M. points. Call 08715203649 Identifier Code: 40533 Expires 31/10/04
ham,No plans yet. What are you doing ?
ham,"And how you will do that, princess? :)"
ham,"You at mu? You should try to figure out how much money everyone has for gas and alcohol, jay and I are trying to figure out our weed budget"
ham,Our Prasanth ettans mother passed away last night. Just pray for her and family.
ham,"Haha, my friend tyler literally just asked if you could get him a dubsack"
ham,It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.
ham,"I have 2 sleeping bags, 1 blanket and paper and  phone details. Anything else?"
ham,"Hmmm.... Mayb can try e shoppin area one, but forgot e name of hotel..."
ham,Yes..gauti and sehwag out of odi series.
ham,They have a thread on the wishlist section of the forums where ppl post nitro requests. Start from the last page and collect from the bottom up.
ham,"I guess you could be as good an excuse as any, lol."
spam,Join the UK's horniest Dogging service and u can have sex 2nite!. Just sign up and follow the instructions. Txt ENTRY to 69888 now! Nyt.EC2A.3LP.msg@150p
ham,"It's fine, imma get a drink or somethin. Want me to come find you?"
ham,I knew it... U slept v late yest? Wake up so late...
ham,"Sorry about earlier. Putting out fires.Are you around to talk after 9? Or do you actually have a life, lol!"
ham,Do you know what Mallika Sherawat did yesterday? Find out now @  &lt;URL&gt;
ham,This message is from a great Doctor in India:-): 1) Do not drink APPY FIZZ. It contains Cancer causing age
ham,Takin a shower now but yeah I'll leave when I'm done
ham,Thought praps you meant another one. Goodo! I'll look tomorrow
ham,I've been trying to reach him without success
ham,"The table's occupied, I'm waiting by the tree"
ham,Remember on that day..
ham,"Oops - am at my mum's in somerset... Bit far! Back tomo, see you soon x"
ham,"Good afternoon, babe. How goes that day ? Any job prospects yet ? I miss you, my love ... *sighs* ... :-("
ham,I'm ok. Will do my part tomorrow
spam,Get a brand new mobile phone by being an agent of The Mob! Plus loads more goodies! For more info just text MAT to 87021.
ham,"Nah man, my car is meant to be crammed full of people"
ham,Been running but only managed 5 minutes and then needed oxygen! Might have to resort to the roller option!
spam,"Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply"
ham,If i not meeting ü all rite then i'll go home lor. If ü dun feel like comin it's ok.
ham,NOT MUCH NO FIGHTS. IT WAS A GOOD NITE!!
spam,"Free-message: Jamster!Get the crazy frog sound now! For poly text MAD1, for real text MAD2 to 88888. 6 crazy sounds for just 3 GBP/week! 16+only! T&C's apply"
ham,Why de. You looking good only:-)..
spam,"Free msg. Sorry, a service you ordered from 81303 could not be delivered as you do not have sufficient credit. Please top up to receive the service."
ham,Friends that u can stay on fb chat with
ham,"Hey , is * rite u put »10 evey mnth is that all?"
ham,Lol I know! They're so dramatic. Schools already closed for tomorrow. Apparently we can't drive in the inch of snow were supposed to get.
ham,Armand says get your ass over to epsilon
ham,I havent lei.. Next mon can?
ham,"4 tacos + 1 rajas burrito, right?"
ham,Sending you greetings of joy and happiness. Do have a gr8 evening
ham,Sure but since my parents will be working on Tuesday I don't really need a cover story
spam,thesmszone.com lets you send free anonymous and masked messages..im sending this message from there..do you see the potential for abuse???
ham,K come to nordstrom when you're done
ham,Check with nuerologist.
ham,Shall I bring us a bottle of wine to keep us amused? Only joking! I‘ll bring one anyway
ham,I love to cuddle! I want to hold you in my strong arms right now...
ham,I'll be late...
ham,Aiyo a bit pai seh ü noe... Scared he dun rem who i am then die... Hee... But he become better lookin oredi leh...
ham,Thank you baby! I cant wait to taste the real thing...
ham,I thk 530 lor. But dunno can get tickets a not. Wat u doing now?
ham,Unni thank you dear for the recharge..Rakhesh
spam,Adult 18 Content Your video will be with you shortly
ham,Then ü ask dad to pick ü up lar... Ü wan 2 stay until 6 meh...
ham,Hello darlin ive finished college now so txt me when u finish if u can love Kate xxx
ham,Please da call me any mistake from my side sorry da. Pls da goto doctor.
ham,"[…] anyway, many good evenings to u! s"
spam,Jamster! To get your free wallpaper text HEART to 88888 now! T&C apply. 16 only. Need Help? Call 08701213186.
ham,Oh really?? Did you make it on air? What's your talent?
ham,Sorry dude. Dont know how i forgot. Even after Dan reminded me. Sorry. Hope you guys had fun.
ham,India have to take lead:)
ham,I have to take exam with in march 3
ham,Dear got bus directly to calicut
ham,I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.
ham,26th OF JULY
ham,Did u got that persons story
ham,Ok lor but not too early. Me still having project meeting now.
spam,You will be receiving this week's Triple Echo ringtone shortly. Enjoy it!
ham,Ok... Help me ask if she's working tmr a not?
ham,hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx
ham,"Yep, the great loxahatchee xmas tree burning of  &lt;#&gt;  starts in an hour"
ham,Wait 2 min..stand at bus stop
ham,Aft i finish my lunch then i go str down lor. Ard 3 smth lor. U finish ur lunch already?
ham,I can do that! I want to please you both inside and outside the bedroom...
spam,Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min
ham,"Oops I did have it,  &lt;#&gt; ?"
ham,No need to buy lunch for me.. I eat maggi mee..
ham,"In case you wake up wondering where I am, I forgot I have to take care of something for grandma today, should be done before the parade"
ham,Ok lor.
spam,Urgent! Please call 09061743811 from landline. Your ABTA complimentary 4* Tenerife Holiday or £5000 cash await collection SAE T&Cs Box 326 CW25WX 150ppm
ham,Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .
ham,HEY GIRL. HOW R U? HOPE U R WELL ME AN DEL R BAK! AGAIN LONG TIME NO C! GIVE ME A CALL SUM TIME FROM LUCYxx
ham,Hey no I ad a crap nite was borin without ya 2 boggy with me u boring biatch! Thanx but u wait til nxt time il ave ya
ham,If I was I wasn't paying attention
ham,How much did ur hdd casing cost.
ham,K actually can you guys meet me at the sunoco on howard? It should be right on the way
ham,I pocked you up there before
spam,"FREE RING TONE just text ""POLYS"" to 87131. Then every week get a new tone. 0870737910216yrs only £1.50/wk."
ham,Howz pain.it will come down today.do as i said ystrday.ice and medicine.
ham,Sary just need Tim in the bollox &it hurt him a lot so he tol me!
ham,Ha... Both of us doing e same thing. But i got tv 2 watch. U can thk of where 2 go tonight or u already haf smth in mind...
ham,1's finish meeting call me.
ham,Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com
ham,No it was cancelled yeah baby! Well that sounds important so i understand my darlin give me a ring later on this fone love Kate x
ham,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu
ham,I have had two more letters from . I will copy them for you cos one has a message for you. Speak soon
ham,Hmm thinking lor...
ham,Ok. Very good. Its all about making that money.
ham,No da. I am happy that we sit together na
ham,Still in the area of the restaurant. Ill try to come back soon
ham,Me hungry buy some food good lei... But mum n yun dun wan juz buy a little bit...
ham,Shopping? Eh ger i toking abt syd leh...Haha
ham,Thank u!
ham,Ok lor... But buy wat?
ham,K.k:)apo k.good movie.
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only
ham,"SHIT BABE.. THASA BIT MESSED UP.YEH, SHE SHUDVETOLD U. DID URGRAN KNOW?NEWAY, ILLSPEAK 2 U2MORO WEN IM NOT ASLEEP..."
ham,I cant pick the phone right now. Pls send a message
ham,K k pa Had your lunch aha.
ham,Anything...
ham,I think i've fixed it can you send a test message?
ham,Eh ur laptop got no stock lei... He say mon muz come again to take a look c got a not...
ham,YO YO YO BYATCH WHASSUP?
spam,WINNER!! As a valued network customer you have been selected to receivea £900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.
ham,Honestly i've just made a lovely cup of tea and promptly dropped my keys in it and then burnt my fingers getting them out!
ham,My supervisor find 4 me one lor i thk his students. I havent ask her yet. Tell u aft i ask her.
ham,Aiyar sorry lor forgot 2 tell u...
spam,"For ur chance to win £250 cash every wk TXT: PLAY to 83370. T's&C's www.music-trivia.net custcare 08715705022, 1x150p/wk."
ham,I actually did for the first time in a while. I went to bed not too long after i spoke with you. Woke up at 7. How was your night?
spam,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18 only
ham,K.k:)advance happy pongal.
ham,Ok... Thanx... Gd nite 2 ü too...
ham,My tuition is at 330. Hm we go for the 1120 to 1205 one? Do you mind?
ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da."
spam,You have 1 new message. Please call 08712400200.
ham,U still havent got urself a jacket ah?
ham,"that would be good … I'll phone you tomo lunchtime, shall I, to organise something?"
ham,Hahaha..use your brain dear
ham,"Geeeee ... Your internet is really bad today, eh ?"
